MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,__target__
,31.0,4.437598736176935,1.052132701421801,1316.0,,33.71,-118.29,3.038
,39.0,5.218503937007874,1.1614173228346456,1103.0,,33.72,,2.543
3.5109,21.0,3.7156398104265405,,801.0,1.8981042654028435,33.72,-118.29,2.25
3.7282,8.0,,1.0235294117647058,1624.0,3.184313725490196,33.68,-118.28,2.875
7.642,31.0,6.743006993006993,,1695.0,2.9632867132867133,34.24,,
,,6.566298342541437,1.0,1055.0,2.914364640883978,34.23,-118.23,3.671
7.1463,31.0,6.534632034632034,,1349.0,2.91991341991342,,,3.941
7.585,31.0,,1.0067681895093064,,2.7834179357021998,,-118.24,3.801
4.5486,36.0,5.271889400921659,,,2.486175115207373,,-118.23,3.61
5.3473,,6.089171974522293,0.9808917197452229,896.0,2.8535031847133756,34.23,-118.24,3.527
6.01,,5.100961538461538,1.0,,,34.23,-118.24,2.542
,42.0,,1.0606060606060606,753.0,,34.23,,2.921
4.1667,35.0,5.276951672862453,1.100371747211896,1413.0,2.62639405204461,34.23,,2.712
4.9355,34.0,6.5625,1.0791666666666666,,2.9,34.25,,
,34.0,5.332599118942731,1.0462555066079295,1232.0,2.7136563876651985,,-118.25,2.962
6.1873,,5.348432055749129,0.9860627177700348,816.0,2.843205574912892,34.24,-118.26,3.121
6.6277,,6.102564102564102,1.0256410256410255,788.0,2.8864468864468864,34.24,-118.26,3.444
5.7083,,6.120689655172414,1.0295566502463054,,,,-118.26,3.295
4.4821,42.0,4.45,0.895,555.0,2.775,34.24,-118.26,2.719
,41.0,4.311546840958606,1.0806100217864925,1157.0,2.520697167755991,34.23,-118.25,2.177
,30.0,,,1089.0,2.904,34.22,-118.25,
,,5.281081081081081,0.9945945945945946,967.0,2.6135135135135137,,-118.25,2.613
4.5759,43.0,4.728476821192053,1.076158940397351,836.0,2.7682119205298013,34.23,-118.26,2.092
,,,0.9948717948717949,518.0,2.6564102564102563,34.23,-118.26,2.637
,33.0,5.996677740863787,,838.0,2.784053156146179,,-118.26,3.266
3.5707,,5.50379746835443,1.058227848101266,,2.607594936708861,34.21,-118.22,3.417
3.5174,,4.5479452054794525,1.0943683409436835,1357.0,,34.21,,2.68
3.3287,,4.549295774647887,,,2.142605633802817,34.21,-118.23,
2.5463,32.0,,1.068421052631579,693.0,,,-118.23,
,38.0,,1.0103626943005182,859.0,2.2253886010362693,34.21,-118.23,
3.4531,41.0,,1.043298969072165,1271.0,2.620618556701031,34.22,-118.24,2.639
4.1523,34.0,4.6415094339622645,,,2.495956873315364,,-118.24,
,,,0.9870848708487084,1516.0,2.7970479704797047,34.22,-118.25,2.67
6.213,50.0,6.866666666666666,1.0444444444444445,121.0,2.688888888888889,,-118.23,2.85
5.3925,51.0,5.0067796610169495,0.9491525423728814,750.0,2.542372881355932,34.2,-118.23,3.179
3.399,,,0.9932432432432432,807.0,,34.2,-118.23,3.063
,41.0,4.542857142857143,,,,34.2,-118.24,3.099
3.5777,32.0,,1.06875753920386,1888.0,2.2774427020506636,34.21,-118.24,2.456
5.529,,5.334042553191489,1.1,1232.0,,34.22,,
7.2812,,7.135652173913043,1.031304347826087,3141.0,,,-118.27,
,47.0,,1.1129032258064515,,,34.18,-118.23,
,43.0,6.188405797101449,1.0144927536231885,768.0,2.782608695652174,34.18,-118.23,4.574
8.1132,45.0,6.87905604719764,,,2.781710914454277,34.18,-118.23,4.466
,,,1.029747149231532,5459.0,2.7064947942488846,34.18,,
,36.0,4.566666666666666,0.9714285714285714,446.0,2.123809523809524,34.19,,3.313
4.9297,31.0,,1.0383747178329572,,2.13882618510158,,,4.0
3.9777,,4.955375253549696,,1115.0,2.261663286004057,34.19,,4.098
12.1579,,8.40251572327044,1.0534591194968554,,3.5,34.18,-118.21,5.00001
3.5781,37.0,4.8281750266808965,,2099.0,,,-118.23,3.667
,24.0,,,3401.0,,34.17,,4.727
,,5.786666666666667,0.9866666666666667,,,34.16,-118.21,4.205
,,6.7218045112781954,1.0037593984962405,735.0,,34.16,-118.19,3.757
6.8317,,,1.0220417633410672,2465.0,,,,4.461
5.1718,31.0,5.676416819012797,1.0639853747714807,1359.0,,,-118.23,4.291
3.1004,26.0,,,1332.0,2.7577639751552794,34.15,-118.23,
5.3369,,5.709677419354839,0.9946236559139785,998.0,2.682795698924731,,-118.23,3.704
3.3333,,,1.0824175824175823,1156.0,2.1172161172161172,34.16,-118.24,3.743
,52.0,7.981751824817518,1.0364963503649636,733.0,2.6751824817518246,34.16,-118.24,4.062
,,6.6573426573426575,,797.0,2.7867132867132867,34.16,-118.24,3.804
4.9135,,6.67654986522911,1.0377358490566038,,,34.16,,3.681
5.1242,,5.570909090909091,1.0618181818181818,,2.2945454545454544,34.17,-118.25,3.729
2.5668,24.0,3.742523705324581,,,1.962071480671043,,-118.25,2.8
3.8576,,4.449513836948392,1.0598354525056095,2593.0,,,-118.26,3.186
3.1484,,,,1312.0,2.0,34.16,,
,,3.599260172626387,,,2.3008631319358814,34.16,-118.26,
3.7321,,,1.0172413793103448,1883.0,,34.16,-118.26,3.511
5.5118,48.0,,,,3.066914498141264,34.17,,
2.9148,15.0,4.285957446808511,1.1055319148936171,3164.0,2.6927659574468086,,-118.27,
3.6587,45.0,,1.0315186246418337,973.0,2.7879656160458453,,-118.27,3.212
,52.0,5.3,0.9840909090909091,,2.5795454545454546,,-118.28,3.312
,,6.1656441717791415,0.8773006134969326,908.0,2.785276073619632,,-118.27,3.74
,52.0,7.726351351351352,,829.0,2.800675675675676,34.17,-118.27,5.00001
,52.0,7.6040100250626566,1.0175438596491229,1158.0,2.9022556390977443,34.18,-118.27,4.984
7.4046,,7.031347962382445,1.0626959247648904,911.0,2.8557993730407523,34.18,-118.28,4.468
5.3185,52.0,6.210023866348449,0.9976133651551312,1137.0,2.7136038186157516,,-118.28,3.58
5.049,52.0,6.382470119521912,,667.0,,34.18,-118.29,3.235
6.884,50.0,7.1035598705501615,,878.0,2.841423948220065,34.18,-118.28,
,22.0,4.235294117647059,1.0349761526232115,,,34.17,-118.28,2.563
2.3482,17.0,3.879154078549849,,2986.0,3.0070493454179257,,,2.554
4.325,52.0,5.569131832797428,0.9807073954983923,,2.8135048231511255,,,2.926
3.6974,10.0,4.348530901722391,,,,,-118.29,2.866
,31.0,3.8012048192771086,1.0180722891566265,1019.0,3.069277108433735,,-118.29,2.419
4.3438,42.0,3.8598130841121496,1.0,349.0,3.2616822429906542,34.16,-118.29,1.898
2.9,12.0,,1.11620294599018,,3.0801963993453354,,-118.29,2.083
,,,1.0465532676812892,3309.0,2.962399283795882,34.17,,
5.0056,,3.0,0.875,74.0,4.625,34.17,-118.3,1.625
,35.0,,0.9968652037617555,764.0,2.394984326018809,34.16,-118.29,
3.2321,40.0,4.280821917808219,1.0502283105022832,,1.9840182648401827,34.16,-118.3,2.436
,35.0,3.923076923076923,1.0671550671550671,2401.0,2.9316239316239314,34.16,-118.3,2.568
,47.0,4.211594202898551,1.0318840579710145,787.0,2.281159420289855,,-118.27,2.555
2.6729,,,,,3.001782531194296,34.15,-118.27,2.171
,25.0,4.067385444743936,,2205.0,2.9716981132075473,34.15,-118.27,2.202
3.2171,14.0,3.2843691148775895,1.009416195856874,,,34.15,-118.27,2.308
3.1397,52.0,4.636871508379889,1.0223463687150838,479.0,2.6759776536312847,34.16,-118.27,2.537
4.3438,48.0,5.003846153846154,0.9730769230769231,637.0,2.45,34.16,-118.27,2.527
2.9491,49.0,4.939716312056738,1.0283687943262412,605.0,2.145390070921986,34.16,-118.28,2.574
3.5417,18.0,3.400383141762452,1.0057471264367817,,1.8199233716475096,34.16,,1.771
,14.0,3.45422943221321,1.0359212050984936,1941.0,2.249130938586327,34.15,,1.786
2.8884,6.0,3.9479905437352247,1.1170212765957446,2315.0,2.7364066193853427,,-118.26,2.523
2.8088,18.0,3.6755555555555555,1.12,1763.0,2.611851851851852,34.15,-118.26,
6.9408,52.0,,1.0125,493.0,3.08125,34.16,-118.24,
,,4.504118616144975,,1562.0,2.57331136738056,,,2.841
3.1435,45.0,4.695817490494297,,499.0,1.897338403041825,34.15,,2.826
,,4.170786516853933,1.1292134831460674,1888.0,2.121348314606742,34.15,-118.25,2.096
3.9054,,,1.0441988950276244,,1.8574585635359115,34.16,-118.25,2.0
,,3.355781448538755,1.0196950444726811,4116.0,2.6149936467598476,34.15,-118.24,2.098
,19.0,3.6426426426426426,1.09984984984985,3171.0,2.380630630630631,,-118.24,1.929
2.8478,,3.7401812688821754,1.0211480362537764,605.0,,34.15,-118.25,2.281
2.2621,32.0,3.2630331753554502,,768.0,1.819905213270142,,,1.875
3.0441,,4.049079754601227,,,,34.15,,1.938
,,,1.0936708860759494,2061.0,,34.14,,
,,3.2512716174974567,1.0111902339776195,2929.0,2.9796541200406916,34.14,,
,,,,2614.0,2.79572192513369,34.14,-118.24,
,19.0,3.373529411764706,1.0529411764705883,1686.0,2.4794117647058824,34.15,-118.23,2.583
,25.0,3.5666251556662516,1.0510585305105853,1745.0,2.1731008717310085,34.14,-118.23,2.243
,28.0,3.599609375,1.08203125,,2.73828125,34.14,,
,36.0,3.332720588235294,1.0294117647058822,,2.7591911764705883,,-118.24,2.38
,37.0,4.29242819843342,1.031331592689295,959.0,,34.13,-118.24,2.577
5.6921,45.0,,1.017766497461929,1043.0,2.6472081218274113,34.13,-118.24,2.69
1.7301,7.0,3.208398133748056,1.04199066874028,,2.942457231726283,,-118.24,2.023
2.4421,9.0,3.3449931412894376,,4486.0,3.0768175582990396,,-118.24,2.221
1.8929,,,,1245.0,2.2886029411764706,,-118.25,
1.8235,37.0,,,552.0,2.348936170212766,34.14,,2.75
0.8185,13.0,2.4988713318284423,1.0812641083521444,616.0,1.3905191873589164,34.15,-118.25,
1.5417,51.0,2.7005988023952097,0.9580838323353293,650.0,1.9461077844311376,34.14,-118.26,
,29.0,,1.0141078838174273,4094.0,,,,
3.0074,10.0,,1.1527777777777777,1025.0,3.5590277777777777,,,1.75
4.1083,6.0,3.9339407744874717,1.152619589977221,,,34.14,-118.26,2.107
3.008,,3.854619565217391,1.0543478260869565,2287.0,,,-118.27,2.29
,25.0,3.192039800995025,1.1054726368159205,,2.828855721393035,,,
,37.0,,,,,34.13,,2.071
1.2188,37.0,,1.088235294117647,,,34.13,-118.26,
2.5388,23.0,,,1255.0,3.4958217270194987,34.14,-118.26,2.05
2.1602,,3.2527985074626864,1.055037313432836,,,,-118.25,2.219
2.506,,,1.0474040632054176,,2.944130925507901,34.14,-118.25,1.845
2.5417,22.0,3.103448275862069,1.0251989389920424,2226.0,2.952254641909814,34.13,-118.25,2.175
4.0272,,4.583720930232558,1.0209302325581395,1245.0,2.895348837209302,34.13,-118.24,2.605
2.125,52.0,3.6179775280898876,0.9887640449438202,,2.5730337078651684,,-118.25,2.438
,36.0,,1.1239035087719298,,,34.13,-118.25,
,21.0,3.0040650406504064,1.0772357723577235,861.0,3.5,34.12,-118.25,1.813
,27.0,,1.029090909090909,3199.0,,34.22,-118.31,4.462
6.981,,6.645833333333333,,1362.0,2.8375,34.21,-118.33,
4.7885,36.0,5.935275080906149,1.022653721682848,864.0,2.796116504854369,,-118.34,
3.9041,36.0,,1.0130718954248366,,,,-118.29,3.204
,14.0,4.242957746478873,,1924.0,2.2582159624413145,34.19,-118.3,
4.7986,52.0,6.5038167938931295,1.0572519083969465,,2.8473282442748094,,,3.261
4.375,51.0,6.5021645021645025,1.051948051948052,586.0,2.536796536796537,34.19,-118.3,3.324
3.7015,27.0,4.376044568245125,1.085422469823584,2372.0,,34.19,-118.31,2.879
4.9042,52.0,6.356223175965665,1.0042918454935623,1364.0,2.927038626609442,,,3.435
5.0865,36.0,6.086330935251799,,778.0,,34.2,-118.31,3.496
6.9909,36.0,6.169590643274854,,,,34.2,-118.32,3.453
,,5.622222222222222,1.0074074074074073,372.0,,34.2,-118.32,3.289
3.9866,,,1.0836012861736335,834.0,2.6816720257234725,,-118.32,2.944
3.6071,43.0,5.342741935483871,1.0241935483870968,613.0,,,-118.33,2.89
4.3631,43.0,5.362586605080831,,1106.0,2.5542725173210163,34.2,-118.33,
3.0431,41.0,4.605475040257649,1.0982286634460547,1516.0,2.4412238325281805,,,2.629
,41.0,4.064,1.048,1176.0,3.136,34.19,,1.924
,14.0,,1.0983899821109124,,,34.2,-118.36,
4.375,29.0,5.481389578163772,1.1017369727047146,,2.3622828784119108,34.2,-118.32,3.412
4.1731,,5.5625,1.0375,485.0,2.0208333333333335,34.19,-118.32,3.521
3.0179,37.0,,1.0507936507936508,613.0,1.946031746031746,34.19,-118.32,2.725
3.0625,42.0,4.826666666666667,0.9933333333333333,,2.8,,-118.31,
3.3897,37.0,4.827868852459017,,375.0,,,-118.32,2.227
3.1051,23.0,3.7312889812889813,,4757.0,,34.2,-118.33,
,,,,,2.293269230769231,,,2.519
3.0687,37.0,3.1531531531531534,,342.0,3.081081081081081,34.17,,2.0
3.3205,5.0,3.908896797153025,,2997.0,,,,
3.1587,11.0,,1.045828437132785,1700.0,1.9976498237367804,34.18,-118.31,
2.0875,13.0,3.5259740259740258,1.0352504638218925,1986.0,1.842300556586271,34.19,-118.31,
3.0179,,5.052631578947368,,83.0,2.1842105263157894,34.18,-118.32,1.188
3.4,44.0,4.688235294117647,1.1441176470588235,832.0,2.447058823529412,34.18,-118.32,2.121
3.5875,,3.667279411764706,,,2.2095588235294117,34.17,-118.32,
,,5.338144329896907,0.9587628865979382,1284.0,2.647422680412371,34.17,-118.32,2.471
4.2396,,,1.0522875816993464,1118.0,2.4357298474945535,,-118.33,2.451
3.7344,,,1.0546697038724373,,2.580865603644647,34.19,-118.33,2.22
,45.0,5.03921568627451,,,2.462745098039216,34.18,,2.26
3.138,45.0,,1.0877742946708464,799.0,2.5047021943573666,34.19,,
,48.0,4.625,0.9375,490.0,2.784090909090909,,,2.231
3.7411,45.0,4.9113924050632916,0.9968354430379747,785.0,,34.18,-118.33,
,49.0,,1.0272479564032697,,2.662125340599455,,-118.33,
5.6975,48.0,5.861878453038674,1.0635359116022098,926.0,2.5580110497237567,34.18,-118.33,2.314
2.6827,43.0,4.035294117647059,,613.0,,34.19,-118.34,2.199
4.1923,47.0,5.152694610778443,1.026946107784431,,2.497005988023952,34.19,-118.34,2.312
3.24,,5.085141903171953,1.0567612687813022,1448.0,2.4173622704507514,,-118.34,2.269
2.8125,46.0,4.722033898305085,1.0203389830508474,714.0,2.4203389830508475,34.18,,
,45.0,4.426470588235294,0.9313725490196079,,2.730392156862745,34.19,,2.091
5.1814,46.0,5.68135593220339,1.0915254237288134,846.0,,,-118.36,2.095
4.282,46.0,,1.0020408163265306,1277.0,2.6061224489795918,34.18,-118.35,
3.3056,46.0,5.111111111111111,1.0527777777777778,866.0,2.4055555555555554,34.18,,
3.5583,44.0,4.512280701754386,,1280.0,2.245614035087719,,-118.35,2.32
2.0385,47.0,5.017543859649122,,365.0,2.134502923976608,,-118.35,2.25
4.4408,42.0,4.875379939209727,0.9908814589665653,,2.474164133738602,,,
4.0742,46.0,5.305439330543933,1.00418410041841,661.0,,34.17,,
3.875,,4.595155709342561,1.0034602076124568,720.0,2.491349480968858,34.18,-118.34,2.269
3.8668,45.0,5.460949464012251,,,2.451761102603369,34.18,-118.34,2.32
,,5.406417112299465,1.0338680926916222,1284.0,2.2887700534759357,34.17,-118.34,2.325
3.2015,,,1.0436681222707425,1083.0,2.3646288209606987,34.16,-118.35,2.5
,,5.148148148148148,1.0407407407407407,538.0,1.9925925925925927,34.16,-118.35,2.938
,49.0,5.117647058823529,0.8941176470588236,,,34.16,-118.35,
,44.0,5.298630136986302,1.0273972602739727,,2.0547945205479454,,-118.33,2.518
3.7941,37.0,4.771543086172345,1.1523046092184368,1235.0,2.4749498997995993,,-118.33,2.478
3.2125,46.0,5.0087463556851315,,,2.204081632653061,34.17,-118.34,
4.875,,5.103603603603603,0.954954954954955,545.0,,34.17,-118.34,
3.6111,44.0,4.864022662889519,,,2.4022662889518416,,,
,46.0,,,,2.4715447154471546,34.16,,2.445
,44.0,4.136085626911315,0.9923547400611621,1676.0,2.562691131498471,34.16,-118.33,2.479
2.3667,,3.572463768115942,1.2173913043478262,,1.8768115942028984,,,0.175
4.2679,44.0,4.3887043189368775,1.0066445182724253,471.0,1.564784053156146,,-118.33,
3.5637,40.0,4.414388489208633,1.087769784172662,1190.0,1.7122302158273381,34.15,,4.974
4.0893,16.0,4.6104651162790695,1.0959302325581395,625.0,,,-118.34,
3.6486,,,1.0723844282238444,,1.5912408759124088,34.16,-118.34,
4.0648,45.0,5.362363919129082,,,2.4292379471228616,34.17,-118.32,2.588
3.2112,38.0,4.290676416819013,,1317.0,2.4076782449725775,34.16,,
6.2547,49.0,5.163461538461538,,403.0,,,-118.32,3.667
2.9306,,4.635235732009925,,799.0,,34.17,-118.32,2.793
,23.0,,1.1263157894736842,770.0,2.026315789473684,34.16,-118.33,2.346
4.3173,,,,,,,-118.32,2.783
3.1551,16.0,3.7899159663865545,,1211.0,3.392156862745098,34.17,,2.05
3.9464,37.0,4.928735632183908,,860.0,1.9770114942528736,,-118.31,3.15
,,3.7505882352941176,1.0952941176470588,2118.0,,34.17,-118.31,2.183
,24.0,3.3333333333333335,1.0504009163802979,2522.0,,34.17,,
4.0223,33.0,5.047520661157025,1.0289256198347108,1601.0,3.3078512396694215,34.3,-118.43,1.46
3.6023,37.0,4.2629969418960245,0.9571865443425076,,3.397553516819572,34.3,,1.618
3.1212,,4.535897435897436,,1499.0,3.8435897435897437,34.29,-118.43,
3.4821,34.0,4.757188498402556,1.0415335463258786,1389.0,4.437699680511182,34.29,-118.42,
1.7062,28.0,4.370967741935484,,246.0,3.967741935483871,34.3,-118.43,1.646
4.6864,35.0,6.4504950495049505,1.1064356435643565,1555.0,,34.29,-118.44,
,38.0,4.55614973262032,0.9278074866310161,1384.0,,34.29,,1.555
3.6726,,4.221843003412969,1.0170648464163823,1073.0,3.6621160409556315,34.29,-118.43,
3.2095,50.0,,,1196.0,4.446096654275093,34.29,,1.67
2.3724,27.0,,,,4.655430711610487,,-118.43,1.542
2.0286,32.0,3.6842105263157894,1.1169590643274854,,4.192982456140351,34.29,,1.229
,,,1.0,,3.3840399002493764,34.29,,
,,3.3716814159292037,1.008849557522124,840.0,3.7168141592920354,34.29,-118.45,1.542
,,3.6853146853146854,1.020979020979021,582.0,4.06993006993007,34.28,-118.44,1.388
2.875,,0.8461538461538461,0.8461538461538461,,1.8461538461538463,34.28,-118.44,1.625
1.9688,,4.017021276595744,,1107.0,,34.28,-118.44,1.441
3.3687,47.0,4.683333333333334,1.0777777777777777,800.0,,,-118.44,
,38.0,4.0,,1359.0,4.70242214532872,,-118.44,1.371
,,4.196774193548387,1.0290322580645161,2780.0,,,,
,,,,,,,,
,,8.146496815286625,1.0382165605095541,,2.624203821656051,34.12,-117.73,2.938
,18.0,,,,,,,2.605
,8.0,,,7249.0,,,,
5.5423,14.0,6.7779690189328745,1.0783132530120483,3699.0,,,-117.8,
,,,1.0236907730673317,2654.0,3.309226932668329,34.11,,2.117
,17.0,4.758079409048938,1.074792243767313,2949.0,,34.1,,1.746
,13.0,6.456896551724138,1.0668103448275863,,2.5581896551724137,,,1.617
4.8125,16.0,,0.9551569506726457,1319.0,2.9573991031390134,34.12,-117.79,
,18.0,,1.0419075144508672,1881.0,,34.11,,
6.5253,26.0,7.297966401414677,1.0194518125552607,3460.0,,,,
,20.0,8.124161073825503,,1023.0,3.4328859060402683,,,4.515
,,6.708185053380783,1.019572953736655,1606.0,,34.13,,
,,5.484011627906977,,,3.056686046511628,,-117.84,1.98
,,8.460972017673049,1.0824742268041236,2061.0,3.035346097201767,34.15,-117.87,4.514
4.0393,,5.039328788673309,1.0513896171997903,4723.0,2.476664918720503,34.15,-117.93,
3.3942,21.0,4.792540792540793,1.0745920745920745,,,,,2.128
3.8365,,5.503685503685504,1.1228501228501229,,2.9164619164619165,34.14,,1.842
3.3043,35.0,,0.9921414538310412,,3.0667976424361494,,,1.555
2.2442,42.0,,1.0452586206896552,1544.0,3.3275862068965516,,-117.91,1.667
,,5.356401384083045,,2855.0,,,,2.221
7.5112,,,,,3.1577287066246056,34.14,,3.555
3.875,32.0,5.361702127659575,,924.0,,34.14,-117.88,1.867
,33.0,5.156944444444444,0.9972222222222222,2106.0,2.925,,-117.88,
6.1049,35.0,6.757575757575758,,,2.9160839160839163,34.14,-117.85,2.972
,,7.158371040723982,1.1221719457013575,654.0,,34.14,,2.75
6.2089,33.0,6.52924791086351,1.011142061281337,1098.0,,,-117.86,2.834
5.4224,37.0,6.620947630922693,1.0349127182044888,1056.0,2.6334164588528677,34.15,,2.695
,,4.884858044164038,,1484.0,2.3406940063091484,,,2.353
2.9375,30.0,,1.0483005366726297,1139.0,2.037567084078712,,-117.87,2.092
4.3145,31.0,,1.0495049504950495,1021.0,,34.13,-117.85,2.33
,30.0,4.577568134171908,,2524.0,,34.12,-117.85,1.921
4.636,33.0,,1.0166270783847982,1269.0,3.014251781472684,34.13,-117.86,2.455
2.588,40.0,5.09375,1.09375,607.0,2.37109375,34.13,,2.095
3.4107,29.0,,0.9797297297297297,378.0,2.554054054054054,34.13,-117.86,
3.4219,32.0,,1.12012012012012,872.0,2.6186186186186187,34.13,-117.87,1.945
3.12,29.0,4.1925,1.0325,873.0,,34.13,,
5.27,,,,1546.0,2.836697247706422,34.12,-117.82,2.094
4.8304,25.0,6.46455223880597,1.0559701492537314,1722.0,3.212686567164179,34.12,-117.84,
4.9844,29.0,6.002247191011236,,1484.0,3.3348314606741574,34.11,-117.83,
4.8894,,5.634460547504026,1.0,1911.0,3.077294685990338,34.11,-117.84,1.917
4.392,34.0,6.102409638554217,1.0391566265060241,,,,-117.84,1.876
4.5708,25.0,,1.0196681007990165,,,,,2.23
,,,,,,,,
4.8229,23.0,6.351618705035971,1.0575539568345325,3100.0,2.787769784172662,,-117.81,
3.6201,21.0,4.666219839142091,1.0831099195710456,1866.0,,,,
3.8929,19.0,,1.025706940874036,,2.8946015424164524,34.1,-117.81,
,,5.733749349973999,,5407.0,,,,
2.621,,,1.0211019929660023,1973.0,,,,2.022
,32.0,5.52928870292887,,1862.0,3.8953974895397487,34.09,-117.78,1.772
3.5192,26.0,4.908554572271386,1.0147492625368733,1024.0,3.0206489675516224,34.1,-117.79,1.905
4.2415,,6.069986541049798,,,,34.12,,2.757
4.4609,15.0,,1.1079136690647482,2007.0,,34.12,-117.77,2.3
3.9825,22.0,,1.0170575692963753,2874.0,3.0639658848614073,,,1.805
,50.0,5.2026143790849675,1.0762527233115469,1241.0,2.7037037037037037,34.1,-117.77,1.672
,,,,1124.0,,34.11,,1.809
,,5.334589299171062,1.0406932931424264,,2.4152223059532782,34.11,-117.78,2.123
5.3637,28.0,,,1391.0,,,,2.147
4.3148,25.0,5.310107948969578,0.9793915603532876,,2.201177625122669,34.12,,
2.6779,26.0,5.467871485943775,1.21285140562249,1847.0,3.708835341365462,34.1,,1.36
,29.0,,0.9172932330827067,2477.0,4.656015037593985,,,1.219
3.2756,21.0,,1.067779960707269,,2.145874263261297,34.1,-117.75,
5.6785,20.0,6.051640667025282,1.0182894029047875,4952.0,2.6637977407208178,34.12,-117.71,
,26.0,7.2983050847457624,,2487.0,,34.12,-117.73,
,41.0,4.512195121951219,1.056910569105691,1492.0,12.130081300813009,,-117.71,1.25
,52.0,4.5,,2688.0,,,,
3.1477,52.0,5.58869395711501,0.9668615984405458,978.0,,34.1,-117.72,2.912
2.4952,32.0,4.001234567901235,1.1049382716049383,1592.0,1.9654320987654321,34.1,,1.818
5.5,,5.443956043956044,,1034.0,2.2725274725274724,,-117.72,
5.8891,37.0,6.522641509433963,1.0264150943396226,,2.5358490566037735,34.1,,
4.1739,36.0,5.459627329192546,0.9855072463768116,1385.0,,,,1.587
,26.0,,1.0623655913978494,1411.0,,34.08,,1.542
,,4.926421404682274,1.0969899665551839,785.0,2.6254180602006687,34.09,,1.518
,,,1.068649885583524,2575.0,2.946224256292906,34.09,,
2.4375,30.0,,1.092511013215859,1897.0,,34.09,-117.73,1.121
,,5.092409240924092,0.9801980198019802,,4.471947194719472,34.09,,
2.9063,33.0,,1.0311284046692606,1251.0,4.867704280155642,,-117.73,1.152
3.4871,,5.682060390763765,,2192.0,,34.09,-117.74,1.364
3.6359,33.0,5.728194726166328,1.0608519269776877,1797.0,3.6450304259634887,34.08,-117.75,1.351
,33.0,5.308457711442786,,600.0,2.985074626865672,,-117.75,1.391
,,5.677064220183486,1.0201834862385322,1672.0,3.067889908256881,34.09,,1.469
2.9388,37.0,4.335249042145594,0.9616858237547893,,3.2126436781609193,,,1.392
,27.0,7.1606280193236715,1.1256038647342994,2817.0,3.402173913043478,34.08,-117.77,
,,4.645468998410175,1.0365659777424483,2392.0,3.8028616852146264,,-117.77,1.24
3.0638,29.0,4.701421800947867,,2452.0,3.873617693522907,34.07,-117.77,1.136
2.63,52.0,4.513119533527697,1.0145772594752187,1131.0,,34.07,,1.273
,,,1.0154639175257731,,,34.07,-117.76,
2.8594,,5.307339449541284,1.1330275229357798,677.0,,,-117.76,
1.9937,,3.8792372881355934,1.0296610169491525,,,34.06,-117.76,1.036
1.9583,47.0,,1.255813953488372,384.0,,34.06,-117.76,0.926
,27.0,,1.0642978003384094,2379.0,,34.06,-117.77,
3.9784,18.0,,1.0091503267973856,2899.0,,34.07,,1.135
,25.0,3.581589958158996,1.0271966527196652,1807.0,,34.06,-117.78,1.148
3.7583,,,,1689.0,,,-117.79,1.163
3.7933,34.0,5.327868852459017,1.0491803278688525,,4.754098360655738,34.07,,
,33.0,,0.9066666666666666,964.0,3.2133333333333334,,-117.78,1.287
,39.0,,1.0727272727272728,1886.0,,,,
4.1118,5.0,,1.295929592959296,2485.0,2.7337733773377337,34.05,-117.8,
,34.0,,,1325.0,5.257936507936508,34.06,-117.8,
,21.0,,1.1067146282973621,,,,,1.173
,30.0,3.7037037037037037,1.0980392156862746,,,,,0.919
1.9029,,,1.0473145780051152,,3.9066496163682864,34.05,-117.76,
1.6645,35.0,4.144230769230769,1.0865384615384615,1494.0,4.788461538461538,,-117.75,0.933
,,4.075371549893843,,4711.0,5.001061571125265,,,
3.4398,,5.505119453924915,1.0170648464163823,,3.1092150170648463,34.08,-117.74,1.343
3.0294,,4.919449901768173,1.0864440078585462,1550.0,,,-117.74,
,48.0,4.4489051094890515,,,2.7518248175182483,34.06,,1.292
,,5.695121951219512,0.9634146341463414,947.0,,34.07,,
5.2269,52.0,6.269607843137255,1.0441176470588236,444.0,2.176470588235294,,-117.75,1.61
1.6006,,4.427083333333333,1.0173611111111112,,2.1631944444444446,34.07,-117.75,
3.2481,,,,1761.0,,34.08,-117.72,1.288
3.7321,33.0,,1.0136986301369864,2580.0,,34.07,,1.342
3.8438,28.0,,1.120545073375262,3502.0,3.6708595387840672,34.08,-117.73,
4.1339,34.0,5.320158102766799,,2716.0,,34.07,-117.73,
,32.0,,1.149384885764499,1718.0,3.0193321616871707,34.06,-117.72,1.132
3.1786,,2.8907563025210083,0.907563025210084,315.0,2.6470588235294117,34.06,-117.73,1.178
,51.0,4.446428571428571,1.0267857142857142,368.0,3.2857142857142856,34.06,-117.73,0.988
2.3406,33.0,,1.0471092077087794,1430.0,3.062098501070664,,-117.73,1.226
,33.0,,0.9702602230483272,854.0,,,,
2.8929,,,1.0429184549356223,809.0,3.4721030042918457,34.05,-117.73,
2.0734,28.0,3.974063400576369,,2877.0,4.145533141210374,,-117.73,
,30.0,3.923841059602649,1.0496688741721854,1466.0,4.854304635761589,,,0.943
,29.0,3.687218045112782,1.0526315789473684,,,,,1.107
2.1141,27.0,3.8552036199095023,1.0723981900452488,1024.0,4.633484162895928,34.05,-117.74,
