age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,__target__
29.0,,,Bachelors,13.0,,Exec-managerial,,,,0.0,,55.0,United-States,
32.0,,267458.0,Assoc-acdm,,Married-civ-spouse,Farming-fishing,Husband,,Male,,0.0,40.0,United-States,
48.0,Private,70668.0,10th,6.0,Never-married,Priv-house-serv,Other-relative,White,,,0.0,40.0,,0.0
34.0,Local-gov,,Some-college,10.0,,,Husband,White,,,,52.0,United-States,1.0
50.0,Private,299215.0,HS-grad,,Married-civ-spouse,Adm-clerical,,Black,Male,,0.0,40.0,United-States,0.0
38.0,Private,,,9.0,,Sales,Unmarried,,,0.0,0.0,46.0,United-States,
,Federal-gov,53905.0,HS-grad,9.0,,Adm-clerical,Not-in-family,White,,,0.0,,,0.0
41.0,Private,94210.0,HS-grad,,,,Unmarried,White,,0.0,0.0,48.0,United-States,
31.0,,,,9.0,,Machine-op-inspct,Husband,White,Male,0.0,,,United-States,0.0
,Private,176711.0,HS-grad,9.0,Never-married,Craft-repair,,White,Male,0.0,,,United-States,
,Self-emp-not-inc,118058.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,,,15024.0,0.0,55.0,United-States,1.0
23.0,State-gov,89285.0,,10.0,Never-married,Protective-serv,,,,,0.0,40.0,United-States,1.0
,Private,91093.0,Some-college,10.0,Divorced,Sales,Not-in-family,Black,,,,40.0,United-States,0.0
33.0,Private,,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,,40.0,United-States,0.0
32.0,,,,10.0,Divorced,Other-service,,,Female,0.0,0.0,,United-States,0.0
48.0,Private,175615.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,,,Female,0.0,0.0,,,0.0
,Private,99679.0,,14.0,Married-civ-spouse,Sales,Husband,White,Male,3103.0,,43.0,United-States,1.0
22.0,Private,263398.0,Some-college,10.0,Never-married,,Not-in-family,White,Male,0.0,0.0,50.0,United-States,
55.0,Private,,HS-grad,9.0,,,,White,Female,0.0,0.0,24.0,United-States,
43.0,,198871.0,Assoc-voc,11.0,Married-civ-spouse,Farming-fishing,,,Male,,0.0,88.0,United-States,
34.0,Private,127651.0,Masters,14.0,,Exec-managerial,Husband,,,0.0,0.0,55.0,United-States,1.0
,,143608.0,,,Never-married,Machine-op-inspct,,,Male,,0.0,,United-States,0.0
50.0,Local-gov,50048.0,Masters,14.0,,Prof-specialty,,,,0.0,0.0,52.0,United-States,1.0
,Private,292883.0,HS-grad,,Married-civ-spouse,,,Black,Male,,0.0,40.0,United-States,
62.0,Private,190491.0,Doctorate,,,,,White,,15024.0,0.0,45.0,United-States,1.0
57.0,State-gov,,,14.0,Married-civ-spouse,,Husband,White,Male,7298.0,0.0,45.0,United-States,1.0
34.0,Private,126853.0,Masters,,,,Husband,,,,0.0,,Taiwan,1.0
,,59184.0,HS-grad,9.0,Never-married,,,White,,,0.0,30.0,,0.0
22.0,Private,663291.0,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,2105.0,,40.0,United-States,0.0
,Local-gov,76978.0,,10.0,Never-married,,Not-in-family,Black,,,0.0,50.0,United-States,0.0
34.0,Self-emp-not-inc,,,9.0,Divorced,,Unmarried,,Female,0.0,2472.0,35.0,United-States,
35.0,,241126.0,,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0.0
65.0,,266828.0,Bachelors,13.0,,,Husband,White,Male,,0.0,24.0,United-States,
27.0,Private,,Some-college,,Married-civ-spouse,Adm-clerical,Husband,White,Male,,1579.0,,United-States,
46.0,Private,188950.0,,,,Craft-repair,Husband,,Male,0.0,0.0,50.0,,1.0
35.0,Private,226528.0,,,Married-spouse-absent,,,Other,Male,,0.0,60.0,England,1.0
38.0,Private,,,,,Transport-moving,Husband,,Male,,,,,0.0
,Private,165473.0,,13.0,Divorced,Adm-clerical,,Black,Female,,0.0,40.0,,0.0
,Private,,Bachelors,,Married-civ-spouse,,Husband,,Male,,0.0,,United-States,1.0
54.0,,304955.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,,United-States,0.0
30.0,,198265.0,Bachelors,,,,,,Male,0.0,,40.0,United-States,1.0
,,,,10.0,,,Not-in-family,White,Male,0.0,0.0,40.0,United-States,
32.0,Private,312667.0,Bachelors,13.0,Married-spouse-absent,,Not-in-family,White,Male,2174.0,0.0,55.0,United-States,0.0
23.0,Private,117767.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,,,0.0,0.0,36.0,,0.0
40.0,Private,170482.0,Bachelors,13.0,,,Not-in-family,White,Female,,0.0,45.0,United-States,1.0
29.0,Private,,,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7298.0,0.0,40.0,United-States,1.0
28.0,,,,9.0,Married-civ-spouse,Craft-repair,,White,Male,0.0,,40.0,,1.0
41.0,Federal-gov,255543.0,Some-college,,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,,,1.0
34.0,Private,119079.0,,7.0,,Machine-op-inspct,,Black,,0.0,0.0,,,0.0
37.0,Private,318168.0,HS-grad,,,Machine-op-inspct,Not-in-family,,Male,,0.0,20.0,United-States,0.0
,Private,67317.0,,,,Transport-moving,,White,,0.0,0.0,40.0,United-States,0.0
29.0,Private,337953.0,,9.0,Married-civ-spouse,,,White,,0.0,0.0,40.0,,
55.0,,451603.0,,9.0,Divorced,Craft-repair,,,Male,,0.0,40.0,United-States,0.0
30.0,,455995.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,,0.0,,United-States,1.0
,State-gov,209768.0,Doctorate,,Never-married,Prof-specialty,Not-in-family,White,,0.0,0.0,,United-States,
,,,Assoc-voc,11.0,,Craft-repair,Husband,White,,0.0,0.0,,United-States,
,,226296.0,HS-grad,9.0,Never-married,,,White,Male,0.0,,,,
47.0,,,Some-college,,,Craft-repair,Husband,White,,0.0,0.0,,United-States,
28.0,,,,,Never-married,Sales,,Black,Male,6849.0,0.0,50.0,United-States,0.0
33.0,Private,150324.0,HS-grad,,Divorced,,Not-in-family,White,Male,0.0,,49.0,United-States,
62.0,,,,9.0,Separated,Prof-specialty,Not-in-family,White,,0.0,0.0,40.0,United-States,0.0
42.0,Private,,,9.0,,Transport-moving,Not-in-family,,Male,0.0,0.0,27.0,United-States,
63.0,Private,85420.0,,10.0,Married-civ-spouse,Sales,Husband,White,,,,,United-States,0.0
21.0,Private,,,,Never-married,,Own-child,White,,0.0,0.0,40.0,United-States,0.0
,Self-emp-inc,,HS-grad,,Married-civ-spouse,Sales,,,,0.0,,40.0,,0.0
28.0,Federal-gov,116062.0,Assoc-acdm,,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,
33.0,,,Bachelors,13.0,,Prof-specialty,Husband,White,Male,,0.0,40.0,Mexico,0.0
67.0,Self-emp-not-inc,,7th-8th,4.0,,Farming-fishing,Husband,,,0.0,,,United-States,0.0
,Private,,,7.0,,Machine-op-inspct,,,Male,0.0,,40.0,United-States,0.0
,Private,,Some-college,,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,,,
60.0,Private,176731.0,HS-grad,9.0,Married-civ-spouse,,,White,,0.0,0.0,40.0,United-States,0.0
26.0,Private,104097.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,,Male,0.0,,40.0,United-States,
35.0,,,,,Married-civ-spouse,Craft-repair,,White,Male,0.0,0.0,40.0,United-States,0.0
,,,HS-grad,9.0,,Transport-moving,,White,,0.0,0.0,50.0,,0.0
67.0,Private,,Assoc-acdm,,,Tech-support,Not-in-family,White,Female,,0.0,40.0,United-States,0.0
31.0,Self-emp-not-inc,195891.0,HS-grad,,Married-civ-spouse,Craft-repair,Own-child,White,Male,0.0,0.0,,United-States,0.0
,Private,182862.0,Some-college,10.0,,Craft-repair,,,,,,,United-States,
64.0,,148956.0,,9.0,,Prof-specialty,Husband,White,,0.0,,30.0,United-States,0.0
40.0,Private,132633.0,,10.0,Divorced,Sales,Unmarried,,Female,,1741.0,,United-States,0.0
,Local-gov,182074.0,HS-grad,,Separated,,Not-in-family,White,,0.0,0.0,42.0,United-States,0.0
19.0,,136848.0,Some-college,10.0,,,Own-child,,Female,0.0,0.0,8.0,United-States,
53.0,,,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
,State-gov,243033.0,Some-college,10.0,Widowed,,,White,,0.0,0.0,,,0.0
,,154174.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,60.0,United-States,1.0
,,59380.0,Some-college,,Divorced,,Unmarried,White,Female,0.0,0.0,42.0,United-States,0.0
38.0,Federal-gov,,HS-grad,9.0,Married-civ-spouse,,Husband,,Male,0.0,,55.0,United-States,1.0
38.0,Private,193945.0,,,,Transport-moving,Not-in-family,White,,0.0,0.0,,United-States,
35.0,,350103.0,Bachelors,,Married-civ-spouse,,Husband,White,Male,0.0,,40.0,United-States,
,,32365.0,Some-college,,,Craft-repair,Husband,White,Male,,0.0,,United-States,0.0
56.0,Private,94345.0,Bachelors,,,,Husband,,,0.0,0.0,40.0,United-States,1.0
36.0,Private,149653.0,HS-grad,,,Other-service,,White,Female,,,,United-States,0.0
57.0,Private,157271.0,11th,7.0,,Other-service,Not-in-family,,Male,0.0,,54.0,United-States,0.0
60.0,Private,164599.0,Some-college,10.0,Married-civ-spouse,,Husband,,,7298.0,0.0,40.0,United-States,1.0
46.0,Private,411595.0,5th-6th,,Widowed,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,,0.0
18.0,Private,198368.0,11th,7.0,Never-married,Other-service,Own-child,,Male,594.0,,10.0,United-States,0.0
42.0,,,,9.0,,Sales,Husband,White,Male,0.0,0.0,,United-States,0.0
26.0,Private,158397.0,HS-grad,9.0,Never-married,Handlers-cleaners,,,Male,0.0,0.0,,,0.0
31.0,Private,101345.0,,,Never-married,,,White,Female,0.0,,40.0,United-States,0.0
26.0,Federal-gov,48853.0,Masters,,Never-married,,Not-in-family,White,,0.0,0.0,40.0,Cuba,0.0
,Private,38145.0,,10.0,Married-civ-spouse,Machine-op-inspct,,,Male,,0.0,60.0,,0.0
31.0,Private,127651.0,Assoc-acdm,,Married-civ-spouse,Exec-managerial,,White,,,,38.0,United-States,
28.0,Private,,Some-college,10.0,,,Not-in-family,,,0.0,,47.0,,0.0
,,92531.0,HS-grad,,Divorced,Craft-repair,Not-in-family,,Male,0.0,0.0,40.0,United-States,0.0
53.0,Private,195904.0,HS-grad,,Married-civ-spouse,,Husband,White,Male,,,,United-States,
41.0,State-gov,,HS-grad,9.0,,Craft-repair,Not-in-family,White,Male,,0.0,50.0,,
34.0,Self-emp-not-inc,581025.0,,5.0,Never-married,Other-service,Own-child,Black,Male,,0.0,38.0,United-States,0.0
61.0,,,Bachelors,13.0,,Prof-specialty,,,,,,30.0,United-States,0.0
46.0,Local-gov,,Bachelors,13.0,Married-civ-spouse,,Husband,,Male,0.0,,60.0,United-States,
34.0,,,Some-college,,Divorced,Machine-op-inspct,,,,0.0,0.0,40.0,United-States,
67.0,Private,212185.0,HS-grad,,Married-civ-spouse,Other-service,,White,,0.0,0.0,10.0,United-States,0.0
36.0,,266347.0,HS-grad,,Never-married,Craft-repair,Not-in-family,White,Male,,0.0,,United-States,0.0
,,,,15.0,,Prof-specialty,,White,,,0.0,50.0,United-States,0.0
35.0,Self-emp-not-inc,,HS-grad,,Never-married,Other-service,Not-in-family,White,,0.0,,,United-States,
37.0,Local-gov,188612.0,,14.0,,,Husband,White,Male,0.0,0.0,,,
27.0,,,Some-college,10.0,Married-civ-spouse,Adm-clerical,,White,Female,,1902.0,30.0,United-States,1.0
,Private,154785.0,,,Never-married,Adm-clerical,,,Female,0.0,0.0,40.0,United-States,
20.0,Private,,Some-college,10.0,Never-married,Sales,Own-child,,,0.0,0.0,20.0,United-States,0.0
72.0,,,,4.0,Married-civ-spouse,Handlers-cleaners,,,Female,0.0,0.0,10.0,Poland,0.0
61.0,Private,255978.0,HS-grad,,,,Not-in-family,White,,0.0,,,,0.0
,Local-gov,98823.0,Bachelors,13.0,,Prof-specialty,Husband,White,Male,0.0,,50.0,,0.0
,Federal-gov,109598.0,HS-grad,9.0,,Other-service,Not-in-family,Black,Female,,0.0,40.0,,0.0
24.0,Private,,,13.0,Never-married,,,White,Female,0.0,0.0,40.0,,0.0
,State-gov,238591.0,Some-college,10.0,Separated,Transport-moving,,,Male,0.0,,40.0,United-States,0.0
44.0,Local-gov,,Masters,,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,1887.0,,United-States,
30.0,Private,192002.0,Some-college,,Married-civ-spouse,Craft-repair,Husband,White,,0.0,,40.0,,0.0
64.0,Private,,HS-grad,,Married-civ-spouse,,,White,Male,0.0,,48.0,United-States,0.0
69.0,,150600.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,,Male,0.0,0.0,,,0.0
70.0,Private,117464.0,,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,,16.0,United-States,0.0
42.0,,111971.0,HS-grad,,Married-civ-spouse,Transport-moving,,,Male,0.0,0.0,45.0,United-States,
22.0,Private,290044.0,,13.0,Never-married,Other-service,Not-in-family,White,,0.0,,35.0,Canada,0.0
,,197186.0,,6.0,Never-married,,Own-child,White,Female,0.0,0.0,,United-States,
51.0,,,HS-grad,9.0,Married-civ-spouse,,Husband,,,0.0,0.0,,,1.0
30.0,,,11th,,Never-married,Transport-moving,,White,Male,0.0,,30.0,United-States,0.0
31.0,Private,207100.0,Bachelors,,Never-married,Exec-managerial,,,,0.0,0.0,40.0,United-States,0.0
,Self-emp-inc,,,14.0,,Exec-managerial,Husband,White,Male,0.0,,50.0,United-States,1.0
30.0,Private,,Assoc-voc,,Never-married,Exec-managerial,Own-child,White,Male,,0.0,36.0,,0.0
,Private,146770.0,HS-grad,,Married-spouse-absent,,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.0
22.0,Private,,Bachelors,13.0,Never-married,Adm-clerical,Own-child,,,0.0,,40.0,United-States,0.0
,Private,453983.0,HS-grad,9.0,,,Husband,,Male,0.0,,,United-States,
32.0,,,Some-college,10.0,,Other-service,Not-in-family,,Male,0.0,,50.0,,0.0
37.0,Private,218955.0,,9.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,,United-States,0.0
,,,Assoc-voc,11.0,Widowed,,,White,Female,0.0,0.0,33.0,United-States,0.0
36.0,Private,305379.0,,13.0,Divorced,Prof-specialty,Not-in-family,,Male,,0.0,50.0,United-States,
29.0,,,,,Never-married,,,,Male,,,40.0,United-States,
19.0,Private,139466.0,,10.0,Never-married,Sales,,White,Female,0.0,0.0,25.0,United-States,0.0
64.0,State-gov,152537.0,Bachelors,13.0,Married-civ-spouse,,Husband,White,Male,0.0,,45.0,United-States,0.0
,,,Some-college,,Married-civ-spouse,,Husband,White,,0.0,0.0,,United-States,0.0
30.0,Private,330802.0,HS-grad,,Never-married,Adm-clerical,Own-child,White,,,0.0,40.0,United-States,0.0
,Private,117789.0,,13.0,Never-married,Prof-specialty,Own-child,White,Female,,0.0,40.0,United-States,0.0
20.0,Private,,,7.0,Never-married,Craft-repair,Own-child,White,Male,0.0,,40.0,United-States,0.0
33.0,,,Bachelors,,,Adm-clerical,Wife,White,,0.0,0.0,5.0,United-States,
50.0,,282701.0,HS-grad,,,,,White,,4386.0,0.0,48.0,United-States,1.0
,Private,180695.0,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,1408.0,40.0,United-States,0.0
38.0,Private,314007.0,Some-college,,Married-civ-spouse,Transport-moving,Husband,,Male,5178.0,,40.0,,
51.0,Without-pay,124963.0,,,Married-civ-spouse,,,White,,0.0,0.0,45.0,United-States,0.0
47.0,Private,380922.0,Masters,14.0,Married-civ-spouse,,Husband,,,15024.0,0.0,50.0,United-States,
53.0,,,Masters,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
33.0,Self-emp-not-inc,656488.0,,11.0,Divorced,,Unmarried,Black,Male,0.0,0.0,50.0,United-States,0.0
,Private,98776.0,Some-college,10.0,,Adm-clerical,Husband,White,Male,0.0,0.0,,United-States,
,Private,143050.0,,14.0,Divorced,Exec-managerial,,,Female,0.0,0.0,,United-States,
17.0,Private,,,7.0,,Sales,Other-relative,White,,0.0,0.0,24.0,United-States,
21.0,Private,154964.0,HS-grad,,,Machine-op-inspct,Other-relative,Black,,0.0,0.0,,United-States,0.0
41.0,Private,163847.0,,13.0,Married-civ-spouse,,,White,Male,,,45.0,United-States,
,Private,282398.0,Some-college,10.0,Divorced,Craft-repair,,,,,,35.0,,0.0
47.0,Private,,11th,7.0,Divorced,,Unmarried,White,,,0.0,28.0,United-States,
,Self-emp-not-inc,,,,Married-civ-spouse,Prof-specialty,Husband,,Male,99999.0,0.0,,,1.0
,,111130.0,Some-college,10.0,,Prof-specialty,Husband,Asian-Pac-Islander,,,0.0,,,1.0
45.0,Private,149388.0,,10.0,Married-civ-spouse,Craft-repair,Husband,,Male,0.0,0.0,,United-States,1.0
45.0,Private,,HS-grad,9.0,Divorced,Adm-clerical,,White,Female,0.0,0.0,,United-States,0.0
,,94064.0,Masters,14.0,Married-civ-spouse,,Husband,,Male,0.0,0.0,50.0,United-States,0.0
,,,Doctorate,,Married-civ-spouse,Prof-specialty,Wife,White,Female,,0.0,40.0,United-States,
66.0,Self-emp-not-inc,163726.0,HS-grad,9.0,,Farming-fishing,Husband,White,,,0.0,10.0,United-States,0.0
,Private,,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,
66.0,,298045.0,Bachelors,,Married-civ-spouse,,,White,Male,0.0,0.0,30.0,United-States,0.0
24.0,,42100.0,Some-college,10.0,,Adm-clerical,,,,0.0,0.0,20.0,United-States,
30.0,,77143.0,,10.0,,,,Black,,0.0,0.0,25.0,,0.0
38.0,Private,233197.0,,10.0,Divorced,Adm-clerical,Not-in-family,Black,,0.0,0.0,40.0,,0.0
17.0,Private,295120.0,11th,7.0,Never-married,Adm-clerical,Own-child,White,,,,,,0.0
20.0,Private,,HS-grad,9.0,Never-married,,Own-child,White,Female,0.0,0.0,40.0,United-States,0.0
,Self-emp-not-inc,,,12.0,Married-civ-spouse,,,White,Male,,,40.0,United-States,1.0
,Local-gov,,,10.0,Divorced,,Not-in-family,White,Female,0.0,,30.0,Japan,0.0
,Private,324046.0,10th,,,Other-service,Own-child,White,,0.0,0.0,12.0,,0.0
,State-gov,,Masters,,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,0.0,,20.0,China,
37.0,,421633.0,Assoc-voc,,Divorced,Handlers-cleaners,Unmarried,Black,Female,0.0,0.0,,,0.0
28.0,Private,93235.0,Some-college,10.0,Never-married,,Not-in-family,White,,0.0,0.0,40.0,United-States,
60.0,,227232.0,,9.0,,Exec-managerial,Unmarried,White,Female,,,40.0,United-States,0.0
36.0,Private,65382.0,,,,Craft-repair,Husband,White,Male,,0.0,50.0,United-States,
19.0,,,HS-grad,,,Other-service,Not-in-family,,Female,0.0,,35.0,United-States,
53.0,Federal-gov,,,,Married-civ-spouse,Exec-managerial,,White,Male,0.0,,40.0,United-States,1.0
,,87317.0,10th,6.0,Widowed,Adm-clerical,Not-in-family,White,Female,,0.0,8.0,United-States,
,Private,108247.0,Some-college,,Married-civ-spouse,Craft-repair,,,,3103.0,0.0,,United-States,1.0
32.0,Private,,HS-grad,,Never-married,Adm-clerical,Own-child,White,Female,0.0,,40.0,United-States,
,Self-emp-not-inc,127493.0,10th,6.0,,Other-service,Wife,,Female,,0.0,2.0,United-States,
51.0,,75640.0,HS-grad,,,,,White,,0.0,,,United-States,0.0
,Local-gov,247053.0,,14.0,Married-civ-spouse,Prof-specialty,Husband,White,,0.0,0.0,40.0,,
,Private,,,5.0,Never-married,Machine-op-inspct,Unmarried,White,,0.0,0.0,40.0,Mexico,0.0
29.0,,157950.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,,White,Female,,0.0,40.0,United-States,
,Private,,HS-grad,9.0,Divorced,Handlers-cleaners,,,Female,0.0,0.0,,United-States,
52.0,Self-emp-inc,,HS-grad,,Married-civ-spouse,,Husband,,Male,0.0,0.0,50.0,,0.0
42.0,Self-emp-not-inc,40024.0,Some-college,,,,,White,Male,,0.0,66.0,,
,Self-emp-not-inc,,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,,Male,0.0,0.0,50.0,United-States,
43.0,Federal-gov,53956.0,,9.0,Married-civ-spouse,Adm-clerical,Husband,,Male,,0.0,,,1.0
34.0,,,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,,Male,,,40.0,,0.0
27.0,Private,107236.0,Masters,14.0,Never-married,,Not-in-family,White,Male,,0.0,50.0,United-States,0.0
47.0,Private,231284.0,HS-grad,9.0,,Farming-fishing,,Other,Male,,,40.0,,0.0
31.0,State-gov,,,,Never-married,Handlers-cleaners,,,Male,,,,United-States,0.0
20.0,,41721.0,Some-college,10.0,,Machine-op-inspct,,White,Male,0.0,,40.0,United-States,
48.0,Private,205100.0,,13.0,Married-civ-spouse,,Husband,White,Male,99999.0,0.0,80.0,United-States,1.0
57.0,Private,75673.0,,10.0,Widowed,Adm-clerical,Unmarried,,Female,0.0,0.0,40.0,United-States,0.0
63.0,Self-emp-not-inc,177832.0,HS-grad,9.0,,,,White,,0.0,0.0,80.0,United-States,
,,,11th,,Never-married,Prof-specialty,Not-in-family,Black,Female,0.0,,30.0,United-States,
28.0,Local-gov,194759.0,,10.0,Never-married,Sales,Not-in-family,,Male,,,90.0,United-States,0.0
64.0,Self-emp-not-inc,30310.0,7th-8th,4.0,Married-civ-spouse,Farming-fishing,Husband,White,,0.0,0.0,,United-States,0.0
29.0,Private,130010.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,,0.0,,United-States,1.0
,Private,,,9.0,Widowed,,Unmarried,White,Male,0.0,0.0,,,0.0
46.0,Private,,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,,0.0,40.0,United-States,
,Private,183781.0,HS-grad,9.0,Widowed,,,White,Female,0.0,,5.0,United-States,0.0
31.0,Private,,5th-6th,3.0,,Craft-repair,,,Male,0.0,,40.0,El-Salvador,0.0
46.0,,266860.0,Assoc-acdm,,,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,
25.0,Private,393456.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,
,State-gov,318382.0,HS-grad,,Never-married,Adm-clerical,,White,,0.0,0.0,40.0,United-States,0.0
35.0,,,Bachelors,13.0,Never-married,Exec-managerial,,White,Female,0.0,,50.0,,1.0
47.0,Private,123425.0,HS-grad,9.0,,,,White,Male,0.0,0.0,41.0,United-States,
,Private,123989.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,,Male,0.0,0.0,40.0,United-States,1.0
31.0,Private,175778.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,,0.0
,State-gov,73928.0,Bachelors,13.0,Never-married,,Own-child,Asian-Pac-Islander,Female,,,,United-States,1.0
31.0,,33731.0,,9.0,Married-civ-spouse,,,,,,0.0,40.0,United-States,1.0
,Private,557349.0,,9.0,,Craft-repair,,White,Male,0.0,0.0,40.0,United-States,1.0
,Private,255252.0,,10.0,,Adm-clerical,Not-in-family,White,,0.0,,30.0,United-States,0.0
40.0,,,Masters,,,,Husband,Black,,,0.0,40.0,,1.0
21.0,Local-gov,129050.0,Some-college,,Never-married,,Own-child,,Female,0.0,,35.0,,0.0
61.0,Private,111797.0,,11.0,Divorced,Adm-clerical,Not-in-family,,Female,0.0,,,,0.0
34.0,,,,10.0,Never-married,,Own-child,,Male,0.0,0.0,,United-States,0.0
44.0,,56651.0,,,Married-civ-spouse,Farming-fishing,Husband,,Male,0.0,0.0,,United-States,0.0
,Private,,,,Never-married,Protective-serv,Not-in-family,Black,Male,0.0,,55.0,Philippines,
37.0,Private,,,12.0,Married-civ-spouse,Other-service,,White,Male,0.0,0.0,,United-States,
,Private,,,,Never-married,,Own-child,White,Male,0.0,,,,0.0
52.0,Private,,HS-grad,,Married-civ-spouse,Transport-moving,,,Male,,,,United-States,
31.0,Local-gov,,HS-grad,9.0,Separated,Other-service,Own-child,Black,,0.0,0.0,40.0,,0.0
21.0,Private,117583.0,HS-grad,9.0,,Craft-repair,Own-child,,Male,0.0,0.0,40.0,,0.0
,Private,191455.0,Some-college,10.0,Married-civ-spouse,Tech-support,Wife,Other,Female,0.0,,15.0,United-States,
22.0,Private,135716.0,,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,,0.0,40.0,,0.0
40.0,,27766.0,Masters,14.0,Married-civ-spouse,Sales,Husband,,Male,0.0,0.0,40.0,,0.0
41.0,Private,323919.0,7th-8th,,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,,40.0,United-States,0.0
73.0,,114561.0,5th-6th,3.0,,,Other-relative,Asian-Pac-Islander,Female,0.0,,25.0,,
17.0,,216137.0,9th,5.0,,Sales,,,Female,0.0,0.0,15.0,United-States,0.0
49.0,,165539.0,HS-grad,9.0,,,Not-in-family,Black,Female,0.0,,,United-States,0.0
42.0,Private,32016.0,,,Married-civ-spouse,Tech-support,,,,,,40.0,,
35.0,,,HS-grad,,Married-civ-spouse,Handlers-cleaners,Husband,,Male,0.0,0.0,40.0,,1.0
,,,Bachelors,13.0,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,,0.0,,Philippines,0.0
50.0,Private,24790.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,
38.0,,,Bachelors,13.0,,,Not-in-family,White,Female,,,42.0,United-States,
18.0,Private,168514.0,10th,,,Sales,Unmarried,White,Female,0.0,0.0,25.0,United-States,0.0
,Private,354493.0,11th,7.0,Never-married,,Own-child,White,Male,0.0,0.0,,,0.0
33.0,Private,206707.0,HS-grad,9.0,Divorced,,Own-child,White,Male,0.0,0.0,40.0,,0.0
,Private,230684.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,,,1.0
43.0,Local-gov,192381.0,,13.0,,Other-service,Own-child,White,,,0.0,40.0,United-States,0.0
,Private,397752.0,HS-grad,9.0,,Farming-fishing,,White,,0.0,,12.0,Mexico,0.0
52.0,State-gov,120173.0,7th-8th,4.0,Married-civ-spouse,,Husband,White,,,0.0,,United-States,
,Private,228394.0,HS-grad,9.0,Never-married,,Not-in-family,White,Female,,0.0,,United-States,0.0
83.0,Private,186112.0,Some-college,,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.0
21.0,Private,272237.0,Some-college,,Never-married,,Own-child,White,Male,0.0,0.0,35.0,,
45.0,Federal-gov,169711.0,,12.0,Married-civ-spouse,Protective-serv,Husband,,Male,15024.0,0.0,72.0,,
40.0,Self-emp-not-inc,,HS-grad,,Married-civ-spouse,,Husband,White,,0.0,,40.0,United-States,0.0
,,213700.0,Bachelors,13.0,Married-civ-spouse,,Husband,,,0.0,0.0,,United-States,1.0
23.0,Private,181820.0,,13.0,Never-married,Adm-clerical,,White,,0.0,0.0,40.0,,
19.0,,120361.0,,9.0,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,,United-States,0.0
47.0,Local-gov,,Masters,14.0,,Prof-specialty,Wife,Black,Female,4386.0,0.0,35.0,United-States,1.0
32.0,,262092.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,,Male,,0.0,50.0,United-States,1.0
