age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,__target__
,Private,,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,,Male,,0.0,40.0,Jamaica,0.0
,Private,249096.0,Some-college,10.0,Married-civ-spouse,Transport-moving,,White,Male,0.0,0.0,60.0,United-States,1.0
27.0,Private,190784.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,,,Male,,0.0,45.0,United-States,0.0
,Private,144516.0,HS-grad,,,Transport-moving,Not-in-family,White,Male,,0.0,40.0,United-States,0.0
53.0,Private,,HS-grad,,,Prof-specialty,Husband,White,Male,0.0,0.0,,,1.0
,,,,9.0,Never-married,,Not-in-family,White,,0.0,0.0,40.0,United-States,0.0
,Private,,1st-4th,,,,Husband,,Male,,0.0,40.0,Mexico,0.0
28.0,Private,,,9.0,,Tech-support,Not-in-family,,,0.0,,,,
46.0,Self-emp-not-inc,366089.0,Bachelors,13.0,Married-civ-spouse,,Husband,White,Male,,0.0,,United-States,
,Private,110998.0,,10.0,Never-married,Adm-clerical,,,Female,0.0,,40.0,Philippines,
23.0,Private,60409.0,Some-college,10.0,Never-married,Tech-support,Not-in-family,White,Female,,0.0,,United-States,0.0
55.0,,,,9.0,Divorced,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,40.0,United-States,0.0
48.0,,219967.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
45.0,Private,171540.0,HS-grad,,,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,
55.0,Local-gov,61708.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,,Male,0.0,0.0,40.0,,
36.0,Private,294760.0,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,,United-States,0.0
,Private,209280.0,HS-grad,9.0,,Other-service,Unmarried,,Female,,0.0,31.0,,0.0
31.0,Private,,,9.0,,Craft-repair,,White,Male,0.0,0.0,,United-States,1.0
17.0,Private,,,,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,7.0,United-States,0.0
31.0,,,,,Married-civ-spouse,,Wife,White,,0.0,0.0,40.0,United-States,1.0
20.0,,,HS-grad,9.0,,Sales,,White,Male,,0.0,40.0,United-States,0.0
32.0,Self-emp-not-inc,,10th,6.0,,,Own-child,White,Male,0.0,,16.0,United-States,
34.0,Local-gov,484911.0,HS-grad,9.0,Never-married,Craft-repair,,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,0.0
,Private,390243.0,HS-grad,,,Transport-moving,,,Male,0.0,,45.0,United-States,0.0
,Self-emp-not-inc,204502.0,HS-grad,9.0,Married-civ-spouse,,Husband,,Male,0.0,0.0,,United-States,0.0
,Self-emp-not-inc,114419.0,,11.0,Married-civ-spouse,,Husband,White,,,,,,0.0
49.0,,,HS-grad,9.0,Married-civ-spouse,,,,Male,,,48.0,United-States,0.0
54.0,Private,141272.0,,9.0,Married-civ-spouse,Adm-clerical,,White,,,0.0,40.0,,1.0
62.0,Local-gov,123749.0,Bachelors,13.0,,Exec-managerial,Husband,White,Male,,0.0,40.0,United-States,
18.0,,,HS-grad,9.0,,Exec-managerial,Own-child,White,Female,0.0,0.0,35.0,,0.0
49.0,Private,39518.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,,0.0,,40.0,,1.0
26.0,Private,250038.0,9th,,Never-married,Farming-fishing,Other-relative,,,,0.0,40.0,Mexico,0.0
,Self-emp-inc,165695.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,,20.0,United-States,1.0
,Local-gov,225594.0,HS-grad,,Married-civ-spouse,Other-service,,Black,Male,0.0,,40.0,,0.0
21.0,State-gov,,Some-college,10.0,Never-married,Other-service,,White,Female,0.0,0.0,,United-States,0.0
31.0,,177675.0,Some-college,,,Sales,,White,Male,0.0,,,United-States,1.0
37.0,Private,199739.0,,,Divorced,Craft-repair,,White,Male,0.0,,40.0,United-States,0.0
38.0,Private,27408.0,HS-grad,9.0,,Farming-fishing,,White,Male,0.0,,60.0,,
,,110169.0,,11.0,Divorced,Adm-clerical,Not-in-family,White,,0.0,0.0,,United-States,0.0
39.0,,,HS-grad,9.0,Married-civ-spouse,Exec-managerial,,White,,,0.0,,United-States,
,,118551.0,,13.0,,Sales,Not-in-family,White,Female,0.0,0.0,35.0,United-States,1.0
,Self-emp-not-inc,157845.0,Bachelors,,Married-civ-spouse,Sales,,White,Male,0.0,,20.0,United-States,0.0
,Self-emp-not-inc,68899.0,HS-grad,,,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States,1.0
,Private,58535.0,,,Divorced,,Not-in-family,White,Female,,0.0,40.0,United-States,0.0
39.0,,191503.0,Bachelors,,,,Husband,,Male,,,40.0,United-States,1.0
34.0,Private,113364.0,,12.0,,Other-service,Husband,White,Male,,0.0,35.0,United-States,
34.0,Self-emp-not-inc,204742.0,HS-grad,9.0,,Transport-moving,,White,Male,0.0,0.0,,,0.0
53.0,Private,208122.0,Some-college,10.0,Married-civ-spouse,,,Other,Male,0.0,0.0,60.0,United-States,1.0
46.0,Local-gov,174361.0,Masters,14.0,,Prof-specialty,Husband,White,Male,,,40.0,,
23.0,Private,,,13.0,Never-married,,Own-child,,,1055.0,,10.0,,0.0
50.0,Private,241648.0,Assoc-voc,11.0,Divorced,Other-service,Not-in-family,,,0.0,0.0,20.0,United-States,0.0
30.0,Private,,HS-grad,9.0,Divorced,Adm-clerical,,Black,Male,,,40.0,United-States,0.0
,Private,,,9.0,Never-married,Craft-repair,,White,Male,0.0,0.0,50.0,United-States,0.0
23.0,Private,236804.0,,13.0,,Exec-managerial,,White,Male,0.0,0.0,30.0,United-States,0.0
,Self-emp-not-inc,187830.0,Masters,,Married-civ-spouse,,Husband,,Male,,,,United-States,1.0
41.0,Private,66208.0,Prof-school,15.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,,United-States,
,Private,219155.0,Bachelors,,Married-civ-spouse,Sales,Husband,White,Male,,0.0,,United-States,1.0
38.0,,99146.0,,,,Transport-moving,Husband,White,Male,,0.0,65.0,United-States,0.0
45.0,,142889.0,HS-grad,9.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,,,,0.0
,,136164.0,Some-college,,,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,,
,,,Bachelors,13.0,,,Husband,White,Male,0.0,0.0,40.0,,1.0
,Private,113293.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,,40.0,United-States,
41.0,Private,195096.0,,13.0,Married-civ-spouse,Exec-managerial,,White,Male,0.0,,,United-States,
,Private,172641.0,7th-8th,4.0,Separated,,Unmarried,,Female,0.0,0.0,40.0,United-States,0.0
,Private,,Bachelors,13.0,Never-married,,,Asian-Pac-Islander,Male,0.0,2258.0,50.0,,1.0
22.0,,305874.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,,United-States,0.0
51.0,Private,312446.0,,13.0,Married-civ-spouse,Exec-managerial,,White,Male,0.0,0.0,37.0,United-States,
,,391312.0,,9.0,,Other-service,,,Female,0.0,0.0,30.0,United-States,0.0
,Private,,Some-college,,Married-civ-spouse,,Wife,White,Female,0.0,,55.0,,0.0
19.0,Private,199495.0,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,,,,0.0,,,
53.0,Private,98561.0,HS-grad,9.0,,Tech-support,,White,,,0.0,39.0,,1.0
17.0,,188996.0,9th,5.0,Never-married,Sales,,White,Female,0.0,0.0,,United-States,0.0
46.0,,171926.0,Masters,14.0,Divorced,Exec-managerial,,,Male,,0.0,50.0,United-States,1.0
45.0,Local-gov,,Bachelors,,,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,,1.0
,Private,72257.0,,9.0,Divorced,Handlers-cleaners,,,,,0.0,40.0,United-States,0.0
,Self-emp-not-inc,86643.0,,12.0,Never-married,Transport-moving,Not-in-family,White,,,,50.0,,0.0
18.0,Private,,11th,7.0,Never-married,Other-service,Own-child,,Male,,0.0,20.0,,0.0
53.0,Private,227475.0,Bachelors,,Divorced,,Not-in-family,White,Female,,,,United-States,0.0
45.0,Local-gov,,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,,Male,,0.0,40.0,United-States,1.0
,Private,138105.0,,9.0,Separated,Craft-repair,Unmarried,White,Female,,0.0,40.0,United-States,
19.0,Private,146189.0,11th,,,Sales,,Amer-Indian-Eskimo,,0.0,0.0,43.0,United-States,0.0
25.0,Private,,,10.0,Never-married,Exec-managerial,,White,,0.0,0.0,40.0,United-States,
,,513440.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,,,0.0,40.0,Mexico,0.0
19.0,Private,151806.0,Some-college,10.0,Never-married,,,White,Female,0.0,0.0,40.0,,0.0
54.0,Self-emp-inc,263925.0,,,Divorced,Sales,,,Male,0.0,0.0,50.0,United-States,0.0
29.0,Private,57617.0,,10.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,,United-States,0.0
32.0,Private,208761.0,,9.0,,Transport-moving,,White,Male,0.0,0.0,60.0,United-States,
34.0,Private,,Masters,14.0,Divorced,Exec-managerial,Not-in-family,White,Male,27828.0,0.0,60.0,United-States,1.0
46.0,Local-gov,,Masters,14.0,Never-married,Prof-specialty,Not-in-family,Black,Female,0.0,2258.0,,United-States,0.0
,Private,163769.0,10th,6.0,,Other-service,Unmarried,,,0.0,0.0,40.0,United-States,0.0
,Federal-gov,72630.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,,,,55.0,United-States,
67.0,Private,24968.0,9th,5.0,Married-civ-spouse,Protective-serv,Husband,,Male,0.0,0.0,,United-States,0.0
,,118514.0,HS-grad,,Never-married,Craft-repair,,,Male,,,,,0.0
,Self-emp-not-inc,,Bachelors,13.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,50.0,United-States,
32.0,Private,121769.0,,10.0,,,Husband,White,,0.0,,40.0,United-States,0.0
59.0,,160271.0,7th-8th,,Separated,Machine-op-inspct,Not-in-family,White,,,0.0,,United-States,0.0
34.0,,123429.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,,0.0,0.0,60.0,,0.0
,Private,744929.0,,9.0,Never-married,Exec-managerial,Own-child,Black,Female,0.0,0.0,,United-States,
21.0,Private,,Some-college,,,Adm-clerical,Own-child,White,Female,0.0,0.0,,United-States,0.0
,Private,284582.0,Some-college,10.0,,Sales,Unmarried,White,Female,0.0,0.0,,,0.0
53.0,Private,,Bachelors,,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,1.0
,Self-emp-not-inc,107452.0,Some-college,10.0,Married-civ-spouse,,,White,,0.0,0.0,40.0,United-States,0.0
38.0,State-gov,534775.0,,,Never-married,Tech-support,Unmarried,,,0.0,,50.0,,0.0
51.0,Private,183200.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,,White,,0.0,1902.0,40.0,United-States,
42.0,,,,10.0,Married-civ-spouse,,Husband,Black,,0.0,0.0,,United-States,
22.0,Private,299047.0,Some-college,,,Adm-clerical,Own-child,White,Female,0.0,,,United-States,0.0
,Private,,Some-college,10.0,,Adm-clerical,Other-relative,White,Female,,0.0,,United-States,0.0
51.0,Private,114758.0,11th,,Married-civ-spouse,,Husband,White,Male,,0.0,48.0,United-States,1.0
65.0,Self-emp-not-inc,55894.0,Prof-school,15.0,Divorced,Tech-support,Not-in-family,,Male,0.0,0.0,40.0,,
40.0,Private,98466.0,,,,,,,Male,0.0,0.0,50.0,,
,Private,,Assoc-voc,11.0,Never-married,Adm-clerical,Own-child,White,,,0.0,,United-States,
24.0,,511231.0,HS-grad,9.0,Never-married,,,Black,Male,,,,United-States,0.0
32.0,,257849.0,,9.0,Married-civ-spouse,Transport-moving,,White,,0.0,0.0,,United-States,0.0
40.0,Local-gov,208751.0,Bachelors,13.0,Divorced,,Unmarried,White,Female,0.0,0.0,40.0,United-States,
36.0,,,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,,,55.0,England,1.0
,State-gov,243664.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0.0,,,,0.0
41.0,Private,176716.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,White,,0.0,,,United-States,1.0
38.0,Private,366618.0,HS-grad,9.0,,,Not-in-family,White,Male,0.0,0.0,40.0,,0.0
36.0,,83748.0,Some-college,,Married-civ-spouse,Exec-managerial,,Asian-Pac-Islander,,0.0,0.0,70.0,,0.0
64.0,,278585.0,,,Separated,Machine-op-inspct,Unmarried,Black,,0.0,0.0,40.0,,0.0
,Private,106942.0,7th-8th,4.0,Separated,Other-service,,,,0.0,0.0,38.0,United-States,0.0
22.0,,372898.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,,,,,
48.0,,183610.0,Assoc-voc,11.0,Divorced,Tech-support,Not-in-family,,Female,0.0,,40.0,,0.0
45.0,Private,106061.0,11th,7.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,70.0,United-States,
58.0,State-gov,,HS-grad,,Never-married,Tech-support,,Black,,0.0,,,,
48.0,Private,43479.0,,,Married-civ-spouse,Handlers-cleaners,,,,5013.0,0.0,40.0,United-States,0.0
,,118520.0,HS-grad,9.0,Divorced,Adm-clerical,,White,,,0.0,,,0.0
34.0,Federal-gov,207284.0,12th,8.0,,Craft-repair,,White,Male,0.0,0.0,40.0,,
43.0,State-gov,,,13.0,,,Wife,Black,Female,,0.0,40.0,United-States,1.0
50.0,State-gov,,HS-grad,,Married-civ-spouse,Other-service,,,Female,0.0,0.0,30.0,United-States,0.0
,Private,230912.0,Some-college,10.0,,Adm-clerical,,White,Female,0.0,,55.0,United-States,0.0
,Private,309170.0,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,,Male,0.0,,,United-States,0.0
57.0,,27459.0,,,,,Not-in-family,,Male,0.0,0.0,,,0.0
33.0,Self-emp-not-inc,266674.0,Some-college,,,Craft-repair,Husband,White,,7298.0,0.0,56.0,United-States,1.0
52.0,,,11th,7.0,Married-civ-spouse,,,,Male,,0.0,32.0,United-States,0.0
43.0,Self-emp-inc,27444.0,Bachelors,13.0,Married-civ-spouse,Sales,,White,Male,99999.0,0.0,40.0,,
30.0,Private,,Bachelors,13.0,Never-married,,Not-in-family,,Female,,,60.0,United-States,0.0
,Private,105428.0,HS-grad,,Divorced,,Not-in-family,White,,0.0,,40.0,United-States,0.0
36.0,Private,,Bachelors,13.0,,,,White,Male,10520.0,,40.0,Ireland,1.0
,Private,236936.0,HS-grad,,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,47.0,,
,Private,,,13.0,,Transport-moving,Husband,White,Male,,0.0,,,0.0
,Private,456592.0,HS-grad,,Divorced,,Unmarried,,Female,,,,United-States,0.0
34.0,Self-emp-not-inc,173201.0,Masters,14.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,,Cuba,0.0
51.0,Private,111721.0,HS-grad,,Married-civ-spouse,Other-service,,White,Male,0.0,0.0,35.0,United-States,0.0
39.0,Private,268258.0,Bachelors,13.0,,Transport-moving,Husband,Black,Male,,,,United-States,
59.0,Private,128258.0,HS-grad,,Divorced,,Unmarried,White,Female,0.0,0.0,,United-States,0.0
46.0,Self-emp-not-inc,525848.0,,7.0,,Transport-moving,Husband,,Male,0.0,,48.0,United-States,0.0
,Private,124090.0,,6.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,,United-States,0.0
67.0,,249043.0,Some-college,,Married-civ-spouse,,,White,,6767.0,0.0,40.0,,
38.0,Private,,Some-college,10.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,42.0,United-States,0.0
22.0,,49414.0,Some-college,,Never-married,,Own-child,,Female,0.0,0.0,40.0,,
,Private,197886.0,Bachelors,13.0,,,Own-child,White,,,0.0,,,1.0
,Without-pay,334291.0,HS-grad,,Married-civ-spouse,,,White,Male,0.0,0.0,,United-States,0.0
43.0,Self-emp-not-inc,83411.0,Bachelors,13.0,,,,White,Male,0.0,2415.0,40.0,,
,Local-gov,209968.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,,White,,7298.0,0.0,40.0,,1.0
,Private,223921.0,12th,8.0,Never-married,,Own-child,White,,,0.0,40.0,,0.0
52.0,Local-gov,,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,,0.0,40.0,United-States,1.0
,,,Assoc-voc,11.0,Married-civ-spouse,,,White,Male,0.0,0.0,65.0,United-States,0.0
,,200401.0,HS-grad,9.0,Separated,Transport-moving,Own-child,White,Male,0.0,0.0,,Columbia,0.0
,Private,55272.0,Assoc-voc,,Married-civ-spouse,Craft-repair,,White,Male,0.0,,40.0,United-States,
51.0,,194970.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,,Male,0.0,0.0,,United-States,1.0
38.0,Self-emp-not-inc,143385.0,,,Married-civ-spouse,,,,,0.0,,80.0,United-States,0.0
30.0,Private,,Assoc-voc,11.0,,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,,0.0
19.0,Private,255176.0,,,Never-married,Adm-clerical,,White,Female,0.0,,,,0.0
37.0,Local-gov,,Masters,,Never-married,Prof-specialty,,White,Male,0.0,,45.0,United-States,0.0
,Self-emp-inc,,HS-grad,9.0,Married-civ-spouse,,Husband,White,,,,,Portugal,
,Federal-gov,115705.0,,11.0,Married-civ-spouse,Adm-clerical,,,,,0.0,,United-States,1.0
32.0,,,,12.0,Married-civ-spouse,,Husband,White,,0.0,,40.0,,
23.0,Private,210474.0,,13.0,,Prof-specialty,Own-child,,Female,,0.0,40.0,United-States,
,Private,123472.0,HS-grad,,Never-married,Other-service,Own-child,,Female,,,40.0,,
24.0,,257621.0,Bachelors,,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,,40.0,United-States,0.0
35.0,Private,,Some-college,10.0,Never-married,,,White,,0.0,0.0,,United-States,0.0
57.0,,,Bachelors,13.0,,Exec-managerial,,White,Male,0.0,0.0,,,1.0
,Federal-gov,187164.0,Bachelors,,Never-married,,,,,,0.0,,United-States,0.0
32.0,,308365.0,HS-grad,9.0,,,Other-relative,,Male,0.0,0.0,38.0,,0.0
53.0,Self-emp-not-inc,263439.0,Assoc-voc,,Married-civ-spouse,Sales,Husband,,Male,0.0,0.0,50.0,United-States,
,Private,442359.0,HS-grad,9.0,Never-married,Sales,Own-child,White,Female,8614.0,,15.0,United-States,1.0
54.0,Self-emp-not-inc,166368.0,Bachelors,13.0,Never-married,Exec-managerial,,,Male,,0.0,25.0,United-States,0.0
21.0,Private,116968.0,Some-college,10.0,,Adm-clerical,Own-child,White,Male,,0.0,40.0,,0.0
26.0,Private,,,7.0,Married-civ-spouse,Craft-repair,Husband,White,,,0.0,40.0,,0.0
,Private,247507.0,10th,6.0,Never-married,Craft-repair,,White,,,0.0,43.0,United-States,0.0
38.0,Private,213512.0,Some-college,,Married-civ-spouse,,,White,,0.0,0.0,50.0,United-States,0.0
19.0,Private,,11th,7.0,Never-married,Other-service,Own-child,,,0.0,0.0,18.0,United-States,0.0
,Private,,Some-college,10.0,Married-civ-spouse,Sales,,,,15024.0,0.0,50.0,United-States,1.0
37.0,Private,,5th-6th,3.0,,,,,Male,,0.0,45.0,Mexico,0.0
41.0,,154714.0,,11.0,,,Husband,White,,0.0,0.0,40.0,,1.0
47.0,,,5th-6th,,Divorced,Sales,Other-relative,White,Female,,0.0,,,0.0
35.0,,,HS-grad,,Never-married,Machine-op-inspct,Unmarried,White,,0.0,0.0,40.0,Iran,0.0
,,102729.0,Assoc-acdm,12.0,,,,White,Male,,,40.0,,
29.0,Private,,,10.0,,,,White,,,0.0,55.0,,1.0
29.0,Private,168479.0,Masters,14.0,Never-married,,Not-in-family,White,Male,,0.0,40.0,United-States,
,Private,,Bachelors,,,,Husband,Black,Male,0.0,,,United-States,0.0
24.0,,300008.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,,White,Female,0.0,0.0,,United-States,
32.0,,,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,,0.0,50.0,United-States,1.0
47.0,Private,199277.0,HS-grad,,,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,Portugal,1.0
36.0,Private,174242.0,Bachelors,13.0,,Exec-managerial,,White,Male,0.0,0.0,60.0,United-States,0.0
63.0,Private,130968.0,,5.0,Divorced,Transport-moving,,White,,,,50.0,,
25.0,Private,,Bachelors,13.0,Never-married,Tech-support,Own-child,,Female,0.0,,40.0,United-States,0.0
36.0,Private,208358.0,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,40.0,,1.0
,Self-emp-not-inc,458168.0,Bachelors,,Married-civ-spouse,,Husband,White,Male,0.0,0.0,60.0,,
23.0,Private,,,9.0,Separated,,Own-child,,Female,0.0,0.0,,United-States,0.0
38.0,Self-emp-not-inc,107410.0,9th,5.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,,45.0,United-States,1.0
53.0,Private,402016.0,HS-grad,9.0,,Handlers-cleaners,,White,Male,0.0,,52.0,United-States,1.0
60.0,Private,258869.0,Doctorate,16.0,Separated,,,White,Female,,,30.0,Nicaragua,0.0
,Private,,HS-grad,,Married-civ-spouse,,Wife,White,,5013.0,0.0,,United-States,0.0
,,,Bachelors,13.0,Never-married,Prof-specialty,,White,Female,0.0,0.0,40.0,United-States,
,Private,241523.0,HS-grad,9.0,,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,
,State-gov,310049.0,Assoc-voc,11.0,,,Wife,Asian-Pac-Islander,,0.0,,40.0,Philippines,1.0
37.0,Private,,Assoc-acdm,,Never-married,Prof-specialty,,White,Female,,0.0,40.0,United-States,
,,,Some-college,10.0,,Exec-managerial,Not-in-family,White,Female,,0.0,40.0,,
,Private,325762.0,Some-college,10.0,Never-married,Sales,,White,Female,0.0,,35.0,,0.0
37.0,Self-emp-not-inc,,Assoc-voc,11.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,
,State-gov,,HS-grad,9.0,Divorced,Prof-specialty,,White,Male,0.0,0.0,40.0,United-States,0.0
30.0,Private,,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,,Male,,0.0,40.0,,
,Private,204663.0,HS-grad,,Never-married,,,White,Male,,0.0,40.0,United-States,0.0
61.0,Self-emp-not-inc,,Doctorate,,Married-civ-spouse,Prof-specialty,,White,,0.0,0.0,,,1.0
30.0,,264351.0,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,25.0,Ecuador,0.0
41.0,Private,190205.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,,Male,0.0,,45.0,,
,Private,,,11.0,,,Not-in-family,,Female,,0.0,40.0,,
,,,,11.0,,,Own-child,White,Male,,0.0,45.0,,1.0
53.0,Federal-gov,40641.0,Bachelors,,Married-civ-spouse,,Husband,White,Male,0.0,0.0,40.0,,
73.0,Self-emp-not-inc,256401.0,Doctorate,16.0,Married-civ-spouse,,,,Male,,0.0,28.0,United-States,1.0
25.0,,203833.0,,,Never-married,,Not-in-family,,Male,0.0,,35.0,,0.0
30.0,Private,277455.0,HS-grad,,Never-married,Protective-serv,Not-in-family,White,Male,,0.0,40.0,,
38.0,,176335.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,,White,Male,0.0,0.0,40.0,United-States,1.0
51.0,Private,394690.0,HS-grad,,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,,0.0
23.0,State-gov,,Bachelors,13.0,,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0.0,,52.0,United-States,
73.0,Self-emp-not-inc,110787.0,Doctorate,,Married-civ-spouse,,Husband,,,,,2.0,United-States,0.0
37.0,State-gov,,,10.0,,,,,Female,,0.0,30.0,United-States,0.0
72.0,,164724.0,,13.0,Divorced,,Unmarried,White,Female,0.0,0.0,28.0,United-States,
,,173792.0,,10.0,,Prof-specialty,Unmarried,Black,Female,0.0,0.0,40.0,United-States,
23.0,,163595.0,Bachelors,,,Sales,Husband,,,0.0,0.0,40.0,,0.0
22.0,Private,,,,,Handlers-cleaners,Not-in-family,,Male,0.0,0.0,,,
28.0,,190525.0,Bachelors,13.0,Married-civ-spouse,,,White,Male,0.0,,50.0,United-States,1.0
30.0,Private,,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,,,1.0
21.0,Private,161902.0,11th,7.0,Married-civ-spouse,Handlers-cleaners,,White,Male,,0.0,40.0,,
,Private,89003.0,Bachelors,,,Handlers-cleaners,Husband,White,,0.0,0.0,50.0,United-States,0.0
,Private,344200.0,Some-college,10.0,Married-civ-spouse,Sales,,White,,,0.0,,United-States,
35.0,,85799.0,HS-grad,,Divorced,Adm-clerical,Not-in-family,,,0.0,,40.0,United-States,
26.0,Private,,,10.0,Divorced,Sales,Own-child,White,,,0.0,28.0,,
,Self-emp-not-inc,176814.0,Assoc-voc,11.0,Married-civ-spouse,,Husband,White,Male,3411.0,0.0,40.0,United-States,0.0
,,336162.0,Some-college,10.0,Never-married,Adm-clerical,,,,0.0,,,United-States,0.0
39.0,,,,13.0,,Sales,Not-in-family,White,Female,8614.0,0.0,50.0,United-States,1.0
71.0,,,,13.0,Widowed,,,White,Female,0.0,0.0,40.0,United-States,0.0
22.0,Local-gov,131573.0,,10.0,Never-married,Exec-managerial,,White,Female,0.0,,25.0,United-States,
51.0,Private,138852.0,,,Married-civ-spouse,Craft-repair,,White,,0.0,0.0,,,0.0
48.0,Private,35406.0,,,Separated,Other-service,,White,Female,0.0,0.0,30.0,,0.0
48.0,Private,167159.0,HS-grad,9.0,Never-married,,,White,,0.0,0.0,,,0.0
21.0,,80680.0,,,Never-married,,Not-in-family,,Female,,,,United-States,0.0
55.0,Self-emp-inc,87584.0,,,,,Wife,,Female,,0.0,10.0,United-States,
33.0,Private,56121.0,,9.0,Never-married,Transport-moving,,,,0.0,,,United-States,
35.0,Private,,HS-grad,9.0,,Exec-managerial,Husband,White,,,0.0,50.0,United-States,1.0
22.0,Private,,HS-grad,9.0,,Adm-clerical,Own-child,,Male,0.0,,,United-States,0.0
,Private,,,10.0,Never-married,Other-service,,,Female,0.0,0.0,35.0,United-States,0.0
,Private,57366.0,,,Never-married,Machine-op-inspct,,White,Female,,0.0,,,0.0
,Private,35633.0,7th-8th,4.0,,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.0
29.0,,191177.0,HS-grad,,Never-married,Exec-managerial,,White,Female,0.0,0.0,55.0,United-States,
75.0,,,Some-college,10.0,Divorced,,Not-in-family,,Female,,0.0,36.0,,
54.0,Self-emp-not-inc,94323.0,9th,5.0,,Craft-repair,Wife,Amer-Indian-Eskimo,Female,0.0,,,United-States,0.0
90.0,Private,272752.0,Some-college,10.0,Never-married,Other-service,Own-child,,Male,0.0,0.0,,United-States,
34.0,Private,228386.0,,,,Craft-repair,Wife,Black,,0.0,0.0,70.0,United-States,
,Private,,HS-grad,9.0,Never-married,,,,,0.0,0.0,40.0,United-States,0.0
24.0,Local-gov,335439.0,HS-grad,,Never-married,,Not-in-family,White,Female,0.0,0.0,38.0,,0.0
,Private,,Bachelors,13.0,Never-married,,Unmarried,White,,,0.0,45.0,United-States,
45.0,Local-gov,,,10.0,Married-civ-spouse,Tech-support,Husband,Black,Male,5013.0,0.0,40.0,,0.0
29.0,Private,108574.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,,,,1.0
47.0,,,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,,40.0,United-States,
